업종,시도,시군구,당월,전월,전년동월
가구점,대구광역시,달성군,25,26,26
가구점,경상북도,포항시 남구,26,24,24
가구점,경상북도,포항시 북구,66,66,65
가구점,경상북도,경주시,56,57,57
가구점,경상북도,김천시,28,27,28
가구점,경상북도,안동시,48,48,47
가구점,경상북도,구미시,59,59,63
가구점,경상북도,영주시,22,21,22
가구점,경상북도,영천시,10,10,11
가구점,경상북도,상주시,14,13,14
가구점,경상북도,문경시,13,13,12
가구점,경상북도,경산시,47,46,46
가구점,경상북도,군위군,3,3,*
가구점,경상북도,의성군,5,5,5
가구점,경상북도,청송군,*,*,*
가구점,경상북도,영양군,*,*,*
가구점,경상북도,영덕군,4,4,4
가구점,경상북도,청도군,3,3,*
가구점,경상북도,고령군,6,6,5
가구점,경상북도,성주군,6,6,4
가구점,경상북도,칠곡군,40,40,39
가구점,경상북도,예천군,6,6,5
가구점,경상북도,봉화군,3,3,*
가구점,경상북도,울진군,12,12,12
가구점,경상북도,울릉군,*,*,*
가구점,부산광역시,중구,9,9,9
가구점,부산광역시,서구,9,8,9
가구점,부산광역시,동구,60,60,59
가구점,부산광역시,영도구,9,9,7
가구점,부산광역시,부산진구,30,30,32
가구점,부산광역시,동래구,42,41,45
가구점,부산광역시,남구,26,26,28
가구점,부산광역시,북구,27,27,25
가구점,부산광역시,해운대구,79,77,77
가구점,부산광역시,사하구,42,42,35
가구점,부산광역시,금정구,27,27,29
가구점,부산광역시,강서구,26,25,29
가구점,부산광역시,연제구,32,34,32
가구점,부산광역시,수영구,25,26,22
가구점,부산광역시,사상구,28,29,30
가구점,부산광역시,기장군,24,24,24
가구점,울산광역시,중구,69,68,68
가구점,울산광역시,남구,41,41,40
가구점,울산광역시,동구,16,16,16
가구점,울산광역시,북구,21,21,22
가구점,울산광역시,울주군,22,21,25
가구점,경상남도,창원시 의창구,52,52,53
가구점,경상남도,창원시 성산구,20,20,21
가구점,경상남도,창원시 마산합포구,34,33,34
가구점,경상남도,창원시 마산회원구,14,14,11
가구점,경상남도,창원시 진해구,24,24,24
가구점,경상남도,진주시,70,71,70
가구점,경상남도,통영시,26,26,25
가구점,경상남도,사천시,21,21,20
가구점,경상남도,김해시,124,123,120
가구점,경상남도,밀양시,13,13,12
가구점,경상남도,거제시,31,31,32
가구점,경상남도,양산시,67,67,64
가구점,경상남도,의령군,*,*,*
가구점,경상남도,함안군,5,5,4
가구점,경상남도,창녕군,6,6,6
가구점,경상남도,고성군,5,5,4
가구점,경상남도,남해군,7,7,7
가구점,경상남도,하동군,6,6,6
가구점,경상남도,산청군,*,*,*
가구점,경상남도,함양군,4,4,4
가구점,경상남도,거창군,9,9,10
가구점,경상남도,합천군,7,7,6
가구점,제주특별자치도,제주시,148,148,146
가구점,제주특별자치도,서귀포시,43,44,42
가전제품수리점,서울특별시,종로구,65,66,62
가전제품수리점,서울특별시,중구,50,49,46
가전제품수리점,서울특별시,용산구,58,59,58
가전제품수리점,서울특별시,성동구,56,56,52
가전제품수리점,서울특별시,광진구,104,100,94
가전제품수리점,서울특별시,동대문구,128,126,124
가전제품수리점,서울특별시,중랑구,218,216,203
가전제품수리점,서울특별시,성북구,155,152,145
가전제품수리점,서울특별시,강북구,154,147,136
가전제품수리점,서울특별시,도봉구,141,136,128
가전제품수리점,서울특별시,노원구,160,152,133
가전제품수리점,서울특별시,은평구,181,179,155
가전제품수리점,서울특별시,서대문구,83,84,80
가전제품수리점,서울특별시,마포구,88,88,75
가전제품수리점,서울특별시,양천구,125,120,122
가전제품수리점,서울특별시,강서구,176,177,165
가전제품수리점,서울특별시,구로구,127,125,114
가전제품수리점,서울특별시,금천구,76,71,71
가전제품수리점,서울특별시,영등포구,109,103,91
가전제품수리점,서울특별시,동작구,71,71,67
가전제품수리점,서울특별시,관악구,139,143,121
가전제품수리점,서울특별시,서초구,79,81,75
가전제품수리점,서울특별시,강남구,85,84,82
가전제품수리점,서울특별시,송파구,147,144,127
가전제품수리점,서울특별시,강동구,148,145,139
가전제품수리점,인천광역시,중구,45,43,34
가전제품수리점,인천광역시,동구,41,41,38
가전제품수리점,인천광역시,미추홀구,179,178,153
가전제품수리점,인천광역시,연수구,80,78,76
가전제품수리점,인천광역시,남동구,257,247,214
가전제품수리점,인천광역시,부평구,249,247,230
가전제품수리점,인천광역시,계양구,182,187,186
가전제품수리점,인천광역시,서구,197,201,196
가전제품수리점,인천광역시,강화군,14,13,15
가전제품수리점,인천광역시,옹진군,6,6,4
가전제품수리점,경기도,수원시 장안구,112,113,116
가전제품수리점,경기도,수원시 권선구,257,244,222
가전제품수리점,경기도,수원시 팔달구,102,102,104
가전제품수리점,경기도,수원시 영통구,112,112,101
가전제품수리점,경기도,성남시 수정구,82,85,78
가전제품수리점,경기도,성남시 중원구,94,95,91
가전제품수리점,경기도,성남시 분당구,66,66,58
가전제품수리점,경기도,의정부시,246,241,222
가전제품수리점,경기도,안양시 만안구,90,90,81
가전제품수리점,경기도,안양시 동안구,74,75,76
가전제품수리점,경기도,부천시,348,336,315
가전제품수리점,경기도,광명시,88,88,86
가전제품수리점,경기도,평택시,201,191,174
가전제품수리점,경기도,동두천시,34,31,31
가전제품수리점,경기도,안산시 상록구,177,175,163
가전제품수리점,경기도,안산시 단원구,124,118,114
가전제품수리점,경기도,고양시 덕양구,236,237,228
가전제품수리점,경기도,고양시 일산동구,111,105,104
가전제품수리점,경기도,고양시 일산서구,125,125,108
가전제품수리점,경기도,과천시,7,7,5
가전제품수리점,경기도,구리시,133,130,126
가전제품수리점,경기도,남양주시,456,447,448
가전제품수리점,경기도,오산시,118,117,99
가전제품수리점,경기도,시흥시,216,214,172
가전제품수리점,경기도,군포시,71,68,70
가전제품수리점,경기도,의왕시,65,66,57
가전제품수리점,경기도,하남시,121,119,112
가전제품수리점,경기도,용인시 처인구,110,103,84
가전제품수리점,경기도,용인시 기흥구,108,101,99
가전제품수리점,경기도,용인시 수지구,34,34,27
가전제품수리점,경기도,파주시,193,189,170
가전제품수리점,경기도,이천시,60,57,46
가전제품수리점,경기도,안성시,49,49,36
가전제품수리점,경기도,김포시,176,172,136
가전제품수리점,경기도,화성시,300,297,223
가전제품수리점,경기도,광주시,169,171,148
가전제품수리점,경기도,양주시,93,95,92
가전제품수리점,경기도,포천시,45,46,45
가전제품수리점,경기도,여주시,41,42,37
가전제품수리점,경기도,연천군,15,15,13
가전제품수리점,경기도,가평군,13,12,14
가전제품수리점,경기도,양평군,21,20,20
가전제품수리점,강원도,춘천시,103,101,101
가전제품수리점,강원도,원주시,203,198,202
가전제품수리점,강원도,강릉시,108,106,102
가전제품수리점,강원도,동해시,35,34,29
가전제품수리점,강원도,태백시,6,5,5
가전제품수리점,강원도,속초시,31,31,26
가전제품수리점,강원도,삼척시,15,17,15
가전제품수리점,강원도,홍천군,12,11,12
가전제품수리점,강원도,횡성군,12,12,11
가전제품수리점,강원도,영월군,11,11,12
가전제품수리점,강원도,평창군,11,11,11
가전제품수리점,강원도,정선군,8,8,9
가전제품수리점,강원도,철원군,6,6,6
가전제품수리점,강원도,화천군,3,3,*
가전제품수리점,강원도,양구군,9,9,9
가전제품수리점,강원도,인제군,*,*,*
가전제품수리점,강원도,고성군,9,7,6
가전제품수리점,강원도,양양군,6,6,6
가전제품수리점,대전광역시,동구,94,93,94
가전제품수리점,대전광역시,중구,128,127,130
가전제품수리점,대전광역시,서구,182,181,173
가전제품수리점,대전광역시,유성구,86,85,68
가전제품수리점,대전광역시,대덕구,85,83,84
가전제품수리점,충청북도,청주시 상당구,64,62,59
가전제품수리점,충청북도,청주시 서원구,84,83,81
가전제품수리점,충청북도,청주시 흥덕구,101,100,87
가전제품수리점,충청북도,청주시 청원구,53,50,50
가전제품수리점,충청북도,충주시,77,75,67
가전제품수리점,충청북도,제천시,42,42,41
가전제품수리점,충청북도,보은군,8,8,8
가전제품수리점,충청북도,옥천군,4,4,4
가전제품수리점,충청북도,영동군,10,9,8
가전제품수리점,충청북도,증평군,10,10,10
가전제품수리점,충청북도,진천군,26,26,23
가전제품수리점,충청북도,괴산군,7,7,8
가전제품수리점,충청북도,음성군,21,22,23
가전제품수리점,충청북도,단양군,*,*,*
가전제품수리점,충청남도,천안시 동남구,152,153,146
가전제품수리점,충청남도,천안시 서북구,166,159,153
가전제품수리점,충청남도,공주시,22,21,22
가전제품수리점,충청남도,보령시,19,19,26
가전제품수리점,충청남도,아산시,127,124,109
가전제품수리점,충청남도,서산시,68,68,63
가전제품수리점,충청남도,논산시,37,36,36
가전제품수리점,충청남도,계룡시,7,6,8
가전제품수리점,충청남도,당진시,30,27,24
가전제품수리점,충청남도,금산군,8,8,7
가전제품수리점,충청남도,부여군,8,8,11
가전제품수리점,충청남도,서천군,15,15,14
가전제품수리점,충청남도,청양군,5,5,5
가전제품수리점,충청남도,홍성군,28,29,27
가전제품수리점,충청남도,예산군,19,19,18
가전제품수리점,충청남도,태안군,10,11,11
가전제품수리점,세종특별자치시,세종시,86,88,72
가전제품수리점,광주광역시,동구,32,31,31
가전제품수리점,광주광역시,서구,95,91,92
가전제품수리점,광주광역시,남구,61,63,54
가전제품수리점,광주광역시,북구,157,153,148
가전제품수리점,광주광역시,광산구,143,146,146
가전제품수리점,전라북도,전주시 완산구,145,144,123
가전제품수리점,전라북도,전주시 덕진구,140,138,136
가전제품수리점,전라북도,군산시,76,74,74
가전제품수리점,전라북도,익산시,80,80,79
가전제품수리점,전라북도,정읍시,28,27,34
가전제품수리점,전라북도,남원시,31,29,24
가전제품수리점,전라북도,김제시,23,21,19
가전제품수리점,전라북도,완주군,22,22,21
가전제품수리점,전라북도,진안군,4,4,6
가전제품수리점,전라북도,무주군,3,3,*
가전제품수리점,전라북도,장수군,4,4,4
가전제품수리점,전라북도,임실군,9,9,9
가전제품수리점,전라북도,순창군,3,3,4
가전제품수리점,전라북도,고창군,10,10,9
가전제품수리점,전라북도,부안군,6,6,7
가전제품수리점,전라남도,목포시,112,111,109
가전제품수리점,전라남도,여수시,74,73,73
가전제품수리점,전라남도,순천시,109,113,95
가전제품수리점,전라남도,나주시,22,22,22
가전제품수리점,전라남도,광양시,40,41,39
가전제품수리점,전라남도,담양군,9,9,9
가전제품수리점,전라남도,곡성군,*,*,*
가전제품수리점,전라남도,구례군,3,3,4
가전제품수리점,전라남도,고흥군,15,15,15
가전제품수리점,전라남도,보성군,11,10,7
가전제품수리점,전라남도,화순군,12,12,12
가전제품수리점,전라남도,장흥군,12,12,10
가전제품수리점,전라남도,강진군,5,4,6
가전제품수리점,전라남도,해남군,21,21,20
가전제품수리점,전라남도,영암군,6,6,8
가전제품수리점,전라남도,무안군,20,20,19
가전제품수리점,전라남도,함평군,4,3,3
가전제품수리점,전라남도,영광군,10,10,12
가전제품수리점,전라남도,장성군,11,11,11
가전제품수리점,전라남도,완도군,14,14,15
가전제품수리점,전라남도,진도군,5,5,6
가전제품수리점,전라남도,신안군,10,11,11
가전제품수리점,대구광역시,중구,44,46,50
가전제품수리점,대구광역시,동구,137,131,116
가전제품수리점,대구광역시,서구,90,87,73
가전제품수리점,대구광역시,남구,68,66,67
가전제품수리점,대구광역시,북구,172,167,155
가전제품수리점,대구광역시,수성구,84,82,73
가전제품수리점,대구광역시,달서구,175,174,169
가전제품수리점,대구광역시,달성군,83,82,77
가전제품수리점,경상북도,포항시 남구,61,61,54
가전제품수리점,경상북도,포항시 북구,64,64,57
가전제품수리점,경상북도,경주시,63,61,63
가전제품수리점,경상북도,김천시,24,24,23
가전제품수리점,경상북도,안동시,57,57,56
가전제품수리점,경상북도,구미시,112,111,108
가전제품수리점,경상북도,영주시,19,19,19
가전제품수리점,경상북도,영천시,17,16,17
가전제품수리점,경상북도,상주시,25,25,23
가전제품수리점,경상북도,문경시,9,9,10
가전제품수리점,경상북도,경산시,56,55,50
가전제품수리점,경상북도,군위군,5,5,4
가전제품수리점,경상북도,의성군,12,12,14
가전제품수리점,경상북도,청송군,*,*,*
가전제품수리점,경상북도,영양군,*,*,*
가전제품수리점,경상북도,영덕군,10,10,9
가전제품수리점,경상북도,청도군,11,11,9
가전제품수리점,경상북도,고령군,8,8,5
가전제품수리점,경상북도,성주군,7,7,6
가전제품수리점,경상북도,칠곡군,24,24,18
가전제품수리점,경상북도,예천군,13,13,14
가전제품수리점,경상북도,봉화군,4,4,4
가전제품수리점,경상북도,울진군,11,11,10
가전제품수리점,경상북도,울릉군,5,5,4
가전제품수리점,부산광역시,중구,30,32,30
가전제품수리점,부산광역시,서구,32,34,34
가전제품수리점,부산광역시,동구,27,25,26
가전제품수리점,부산광역시,영도구,25,24,25
가전제품수리점,부산광역시,부산진구,142,137,124
가전제품수리점,부산광역시,동래구,85,83,80
가전제품수리점,부산광역시,남구,75,74,75
가전제품수리점,부산광역시,북구,86,83,70
가전제품수리점,부산광역시,해운대구,86,84,93
가전제품수리점,부산광역시,사하구,87,85,82
가전제품수리점,부산광역시,금정구,60,58,59
가전제품수리점,부산광역시,강서구,29,29,30
가전제품수리점,부산광역시,연제구,90,89,79
가전제품수리점,부산광역시,수영구,60,57,53
가전제품수리점,부산광역시,사상구,63,61,52
가전제품수리점,부산광역시,기장군,62,61,54
가전제품수리점,울산광역시,중구,94,95,93
가전제품수리점,울산광역시,남구,87,87,75
가전제품수리점,울산광역시,동구,32,31,32
가전제품수리점,울산광역시,북구,51,51,55
가전제품수리점,울산광역시,울주군,54,52,46
가전제품수리점,경상남도,창원시 의창구,127,128,122
가전제품수리점,경상남도,창원시 성산구,54,54,52
가전제품수리점,경상남도,창원시 마산합포구,44,43,42
가전제품수리점,경상남도,창원시 마산회원구,63,63,59
가전제품수리점,경상남도,창원시 진해구,51,50,46
가전제품수리점,경상남도,진주시,119,114,107
가전제품수리점,경상남도,통영시,68,69,62
가전제품수리점,경상남도,사천시,24,24,22
가전제품수리점,경상남도,김해시,161,163,150
가전제품수리점,경상남도,밀양시,24,24,27
